Model,Series,Simplex_Duplex,Pump_Price,TEFC_AC_Price,XPFC_AC_Price,TEFC_DC_Price,XPFC_DC_Price,GPH_60Hz,GPH_50Hz,LPH_60Hz,LPH_50Hz,Max_Pressure_PSI,Max_Pressure_Bar,Max_Pressure_PSI_High_Pressure_Adder,Max_Pressure_Bar_High_Pressure_Adder,High_Pressure_Adder_Price,Max_SPM,Viton,Hypalon,EPDM,Liquid_End_Material,Conductive_Leak_Detection_Price_Adder,Vacuum_Leak_Detection_Price_Adder,Flange_Size,Ball_Size,Motor_HP_AC,Motor_HP_AC_High_Pressure,Motor_HP_DC_TEFC,Motor_HP_DC_XPFC,Liq_Inlet,Liq_Outlet,Spare_Parts_Kit_Model,Spare_Parts_Kit_Price,Spare_Parts_Kit_Info,Back_Pressure_Valve_150,Back_Pressure_Valve_750,Connection_Size,Pressure_Relief_Valve_150,Pressure_Relief_Valve_750,Port,Pulsation_Dampener,Calibration_Column,Calibration_Column_Info,Pressure_Gauge,Pressure_Gauge_Info,ECCA_Price,VFD_Price
GNIT1370-0501F,Series 4000,Simplex,47845.6,2717.5,6250.25,C/F,C/F,124.5,103.75,471.28,392.74,370,26,1000,69,C/F,70,2796,2634,2634,Alloy 20,2940,5376,C/F,"2-1/2""",7.5,10,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",4021-31FC20,5624.19,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"2-1/2"" MNPT",0,0,,0,3857.1,"PTFE, 6000 ml (96 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT1370-0601F,Series 4000,Simplex,63432.5,2717.5,6250.25,C/F,C/F,124.5,103.75,471.28,392.74,370,26,1000,69,C/F,70,2796,2634,2634,Hast. C,2940,5376,C/F,"2-1/2""",7.5,10,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",4021-31FHC,6273.135,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"2-1/2"" MNPT",0,0,,0,3857.1,"PTFE, 6000 ml (96 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT1370-0801F,Series 4000,Simplex,37696.05,2717.5,6250.25,C/F,C/F,124.5,103.75,471.28,392.74,150,10,0,0,C/F,70,0,0,0,PVC,2940,5376,C/F,"2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",C/F,0,C/F,0,0,"2-1/2"" MNPT",0,0,,878.4,304.98,"PVC, 4000 ml (64 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT1370-0A01F,Series 4000,Simplex,49542.9,2717.5,6250.25,C/F,C/F,124.5,103.75,471.28,392.74,150,10,0,0,C/F,70,0,0,0,PVDF,2940,5376,C/F,"2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",C/F,0,C/F,0,0,"2-1/2"" MNPT",0,0,,5926.8,4133.1,"PVDF, 6000 ml (96 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT1388-0401F,Series 4000,Simplex,36404.55,2717.5,6250.25,C/F,C/F,156.5,130.42,592.42,493.68,370,26,1000,69,C/F,88,2796,2634,2634,316SS,2940,5376,"2-1/2""","2-1/2""",7.5,10,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",4021-31F316,4326.3,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"2-1/2"" MNPT",0,0,,1944,442.98,"PVC, 10000 ml (160 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT1388-0501F,Series 4000,Simplex,47845.6,2717.5,6250.25,C/F,C/F,156.5,130.42,592.42,493.68,370,26,1000,69,C/F,88,2796,2634,2634,Alloy 20,2940,5376,C/F,"2-1/2""",7.5,10,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",4021-31FC20,5624.19,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"2-1/2"" MNPT",0,0,,0,4119.3,"PTFE, 10000 ml (160 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT1388-0601F,Series 4000,Simplex,63432.5,2717.5,6250.25,C/F,C/F,156.5,130.42,592.42,493.68,370,26,1000,69,C/F,88,2796,2634,2634,Hast. C,2940,5376,C/F,"2-1/2""",7.5,10,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",4021-31FHC,6273.135,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"2-1/2"" MNPT",0,0,,0,4119.3,"PTFE, 10000 ml (160 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT1388-0801F,Series 4000,Simplex,37696.05,2717.5,6250.25,C/F,C/F,156.5,130.42,592.42,493.68,150,10,0,0,C/F,88,0,0,0,PVC,2940,5376,C/F,"2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",C/F,0,C/F,0,0,"2-1/2"" MNPT",0,0,,878.4,442.98,"PVC, 10000 ml (160 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT1388-0A01F,Series 4000,Simplex,49542.9,2717.5,6250.25,C/F,C/F,156.5,130.42,592.42,493.68,150,10,0,0,C/F,88,0,0,0,PVDF,2940,5376,C/F,"2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",C/F,0,C/F,0,0,"2-1/2"" MNPT",0,0,,5926.8,5237.1,"PVDF, 10000 ml (160 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2014-0401F,Series 4000,Simplex,36404.55,2717.5,6250.25,C/F,C/F,642.4,535.33,2431.75,2026.46,370,26,0,0,0,140,2796,2634,2634,316SS,2940,5376,"2-1/2""","2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",4021-31F316,4326.3,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"2-1/2"" MNPT",0,0,,0,884.58,"PVC, 20000 ml (320 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2014-0501F,Series 4000,Simplex,47845.6,2717.5,6250.25,C/F,C/F,642.4,535.33,2431.75,2026.46,370,26,0,0,0,140,2796,2634,2634,Alloy 20,2940,5376,C/F,"2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",4021-31FC20,5624.19,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"2-1/2"" MNPT",0,0,,0,7452,"PVDF, 20000 ml (320 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2014-0601F,Series 4000,Simplex,63432.5,2717.5,6250.25,C/F,C/F,642.4,535.33,2431.75,2026.46,370,26,0,0,0,140,2796,2634,2634,Hast. C,2940,5376,C/F,"2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",4021-31FHC,6273.135,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"2-1/2"" MNPT",0,0,,0,7452,"PVDF, 20000 ml (320 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2014-0801F,Series 4000,Simplex,37696.05,2717.5,6250.25,C/F,C/F,642.4,535.33,2431.75,2026.46,150,10,0,0,0,140,0,0,0,PVC,2940,5376,C/F,"2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",C/F,0,C/F,0,0,"2-1/2"" MNPT",0,0,,0,884.58,"PVC, 20000 ml (320 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2014-0A01F,Series 4000,Simplex,49542.9,2717.5,6250.25,C/F,C/F,642.4,535.33,2431.75,2026.46,150,10,0,0,0,140,0,0,0,PVDF,2940,5376,C/F,"2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",C/F,0,C/F,0,0,"2-1/2"" MNPT",0,0,,0,7452,"PVDF, 20000 ml (320 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2044-0401F,Series 4000,Simplex,36404.55,2717.5,6250.25,C/F,C/F,202,168.33,764.65,637.21,370,26,0,0,0,44,2796,2634,2634,316SS,2940,5376,"2-1/2""","2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",4021-31F316,4326.3,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"2-1/2"" MNPT",0,0,,0,442.98,"PVC, 10000 ml (160 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2044-0501F,Series 4000,Simplex,47845.6,2717.5,6250.25,C/F,C/F,202,168.33,764.65,637.21,370,26,0,0,0,44,2796,2634,2634,Alloy 20,2940,5376,C/F,"2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",4021-31FC20,5624.19,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"2-1/2"" MNPT",0,0,,0,4119.3,"PTFE, 10000 ml (160 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2044-0601F,Series 4000,Simplex,63432.5,2717.5,6250.25,C/F,C/F,202,168.33,764.65,637.21,370,26,0,0,0,44,2796,2634,2634,Hast. C,2940,5376,C/F,"2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",4021-31FHC,6273.135,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"2-1/2"" MNPT",0,0,,0,4119.3,"PTFE, 10000 ml (160 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2044-0801F,Series 4000,Simplex,37696.05,2717.5,6250.25,C/F,C/F,202,168.33,764.65,637.21,150,10,0,0,0,44,0,0,0,PVC,2940,5376,C/F,"2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",C/F,0,C/F,0,0,"2-1/2"" MNPT",0,0,,0,442.98,"PVC, 10000 ml (160 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2044-0A01F,Series 4000,Simplex,49542.9,2717.5,6250.25,C/F,C/F,202,168.33,764.65,637.21,150,10,0,0,0,44,0,0,0,PVDF,2940,5376,C/F,"2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",C/F,0,C/F,0,0,"2-1/2"" MNPT",0,0,,0,5237.1,"PVDF, 10000 ml (160 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2070-0401F,Series 4000,Simplex,36404.55,2717.5,6250.25,C/F,C/F,321.2,267.67,1215.87,1013.23,370,26,0,0,0,70,2796,2634,2634,316SS,2940,5376,"2-1/2""","2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",4021-31F316,4326.3,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"2-1/2"" MNPT",0,0,,0,884.58,"PVC, 20000 ml (320 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2070-0501F,Series 4000,Simplex,47845.6,2717.5,6250.25,C/F,C/F,321.2,267.67,1215.87,1013.23,370,26,0,0,0,70,2796,2634,2634,Alloy 20,2940,5376,C/F,"2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",4021-31FC20,5624.19,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"2-1/2"" MNPT",0,0,,0,7452,"PVDF, 20000 ml (320 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2070-0601F,Series 4000,Simplex,63432.5,2717.5,6250.25,C/F,C/F,321.2,267.67,1215.87,1013.23,370,26,0,0,0,70,2796,2634,2634,Hast. C,2940,5376,C/F,"2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",4021-31FHC,6273.135,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"2-1/2"" MNPT",0,0,,0,7452,"PVDF, 20000 ml (320 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2070-0801F,Series 4000,Simplex,37696.05,2717.5,6250.25,C/F,C/F,321.2,267.67,1215.87,1013.23,150,10,0,0,0,70,0,0,0,PVC,2940,5376,C/F,"2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",C/F,0,C/F,0,0,"2-1/2"" MNPT",0,0,,0,884.58,"PVC, 20000 ml (320 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2070-0A01F,Series 4000,Simplex,49542.9,2717.5,6250.25,C/F,C/F,321.2,267.67,1215.87,1013.23,150,10,0,0,0,70,0,0,0,PVDF,2940,5376,C/F,"2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",C/F,0,C/F,0,0,"2-1/2"" MNPT",0,0,,0,7452,"PVDF, 20000 ml (320 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2088-0401F,Series 4000,Simplex,37696.05,2717.5,6250.25,C/F,C/F,421,350.83,1593.66,1328.05,370,26,0,0,0,88,2796,2634,2634,316SS,2940,5376,"2-1/2""","2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",4021-31F316,4326.3,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"2-1/2"" MNPT",0,0,,0,884.58,"PVC, 20000 ml (320 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2088-0501F,Series 4000,Simplex,49542.9,2717.5,6250.25,C/F,C/F,421,350.83,1593.66,1328.05,370,26,0,0,0,88,2796,2634,2634,Alloy 20,2940,5376,C/F,"2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",4021-31FC20,5624.19,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"2-1/2"" MNPT",0,0,,0,7452,"PVDF, 20000 ml (320 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2088-0601F,Series 4000,Simplex,65682.5,2717.5,6250.25,C/F,C/F,421,350.83,1593.66,1328.05,370,26,0,0,0,88,2796,2634,2634,Hast. C,2940,5376,C/F,"2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",4021-31FHC,6273.135,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"2-1/2"" MNPT",0,0,,0,7452,"PVDF, 20000 ml (320 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2088-0801F,Series 4000,Simplex,39130.35,2717.5,6250.25,C/F,C/F,421,350.83,1593.66,1328.05,150,10,0,0,0,88,0,0,0,PVC,2940,5376,C/F,"2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",C/F,0,C/F,0,0,"2-1/2"" MNPT",0,0,,0,884.58,"PVC, 20000 ml (320 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2088-0A01F,Series 4000,Simplex,51428.3,2717.5,6250.25,C/F,C/F,421,350.83,1593.66,1328.05,150,10,0,0,0,88,0,0,0,PVDF,2940,5376,C/F,"2-1/2""",7.5,0,0,0,"2-1/2"" MNPT","2-1/2"" MNPT",C/F,0,C/F,0,0,"2-1/2"" MNPT",0,0,,0,7452,"PVDF, 20000 ml (320 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2414-0401H,Series 4000,Simplex,37696.05,3146.714286,7237.442857,C/F,C/F,970,808.33,3671.85,3059.87,295,20,0,0,0,140,2796,2634,2634,316SS,2940,5376,"4""","3-1/2""",10,0,0,0,"4"" MNPT","4"" MNPT",4021-32H316,4591.95,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"4"" MNPT",0,0,,0,884.58,"PVC, 20000 ml (320 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2414-0501H,Series 4000,Simplex,49542.9,3146.714286,7237.442857,C/F,C/F,970,808.33,3671.85,3059.87,295,20,0,0,0,140,2796,2634,2634,Alloy 20,2940,5376,C/F,"3-1/2""",10,0,0,0,"4"" MNPT","4"" MNPT",4021-32HC20,5969.535,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"4"" MNPT",0,0,,0,7452,"PVDF, 20000 ml (320 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2414-0601H,Series 4000,Simplex,65682.5,3146.714286,7237.442857,C/F,C/F,970,808.33,3671.85,3059.87,295,20,0,0,0,140,2796,2634,2634,Hast. C,2940,5376,C/F,"3-1/2""",10,0,0,0,"4"" MNPT","4"" MNPT",4021-32HHC,6658.3275,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"4"" MNPT",0,0,,0,7452,"PVDF, 20000 ml (320 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2414-0801H,Series 4000,Simplex,39130.35,3146.714286,7237.442857,C/F,C/F,970,808.33,3671.85,3059.87,150,10,0,0,0,140,0,0,0,PVC,2940,5376,C/F,"3-1/2""",10,0,0,0,"4"" MNPT","4"" MNPT",C/F,0,C/F,0,0,"4"" MNPT",0,0,,0,884.58,"PVC, 20000 ml (320 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2414-0A01H,Series 4000,Simplex,51428.3,3146.714286,7237.442857,C/F,C/F,970,808.33,3671.85,3059.87,150,10,0,0,0,140,0,0,0,PVDF,2940,5376,C/F,"3-1/2""",10,0,0,0,"4"" MNPT","4"" MNPT",C/F,0,C/F,0,0,"4"" MNPT",0,0,,0,7452,"PVDF, 20000 ml (320 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2444-0401H,Series 4000,Simplex,37696.05,3146.714286,7237.442857,C/F,C/F,304,253.33,1150.77,958.97,295,20,0,0,0,44,2796,2634,2634,316SS,2940,5376,"4""","3-1/2""",10,0,0,0,"4"" MNPT","4"" MNPT",4021-32H316,4591.95,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"4"" MNPT",0,0,,0,884.58,"PVC, 20000 ml (320 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2444-0501H,Series 4000,Simplex,49542.9,3146.714286,7237.442857,C/F,C/F,304,253.33,1150.77,958.97,295,20,0,0,0,44,2796,2634,2634,Alloy 20,2940,5376,C/F,"3-1/2""",10,0,0,0,"4"" MNPT","4"" MNPT",4021-32HC20,5969.535,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"4"" MNPT",0,0,,0,7452,"PVDF, 20000 ml (320 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2444-0601H,Series 4000,Simplex,65682.5,3146.714286,7237.442857,C/F,C/F,304,253.33,1150.77,958.97,295,20,0,0,0,44,2796,2634,2634,Hast. C,2940,5376,C/F,"3-1/2""",10,0,0,0,"4"" MNPT","4"" MNPT",4021-32HHC,6658.3275,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"4"" MNPT",0,0,,0,7452,"PVDF, 20000 ml (320 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2444-0801H,Series 4000,Simplex,39130.35,3146.714286,7237.442857,C/F,C/F,304,253.33,1150.77,958.97,150,10,0,0,0,44,0,0,0,PVC,2940,5376,C/F,"3-1/2""",10,0,0,0,"4"" MNPT","4"" MNPT",C/F,0,C/F,0,0,"4"" MNPT",0,0,,0,884.58,"PVC, 20000 ml (320 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2444-0A01H,Series 4000,Simplex,51428.3,3146.714286,7237.442857,C/F,C/F,304,253.33,1150.77,958.97,150,10,0,0,0,44,0,0,0,PVDF,2940,5376,C/F,"3-1/2""",10,0,0,0,"4"" MNPT","4"" MNPT",C/F,0,C/F,0,0,"4"" MNPT",0,0,,0,7452,"PVDF, 20000 ml (320 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2470-0401H,Series 4000,Simplex,37696.05,3146.714286,7237.442857,C/F,C/F,485,404.17,1835.92,1529.94,295,20,0,0,0,70,2796,2634,2634,316SS,2940,5376,"4""","3-1/2""",10,0,0,0,"4"" MNPT","4"" MNPT",4021-32H316,4591.95,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"4"" MNPT",0,0,,0,884.58,"PVC, 20000 ml (320 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2470-0501H,Series 4000,Simplex,49542.9,3146.714286,7237.442857,C/F,C/F,485,404.17,1835.92,1529.94,295,20,0,0,0,70,2796,2634,2634,Alloy 20,2940,5376,C/F,"3-1/2""",10,0,0,0,"4"" MNPT","4"" MNPT",4021-32HC20,5969.535,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"4"" MNPT",0,0,,0,7452,"PVDF, 20000 ml (320 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2470-0601H,Series 4000,Simplex,65682.5,3146.714286,7237.442857,C/F,C/F,485,404.17,1835.92,1529.94,295,20,0,0,0,70,2796,2634,2634,Hast. C,2940,5376,C/F,"3-1/2""",10,0,0,0,"4"" MNPT","4"" MNPT",4021-32HHC,6658.3275,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"4"" MNPT",0,0,,0,7452,"PVDF, 20000 ml (320 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2470-0801H,Series 4000,Simplex,39130.35,3146.714286,7237.442857,C/F,C/F,485,404.17,1835.92,1529.94,150,10,0,0,0,70,0,0,0,PVC,2940,5376,C/F,"3-1/2""",10,0,0,0,"4"" MNPT","4"" MNPT",C/F,0,C/F,0,0,"4"" MNPT",0,0,,0,884.58,"PVC, 20000 ml (320 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2470-0A01H,Series 4000,Simplex,51428.3,3146.714286,7237.442857,C/F,C/F,485,404.17,1835.92,1529.94,150,10,0,0,0,70,0,0,0,PVDF,2940,5376,C/F,"3-1/2""",10,0,0,0,"4"" MNPT","4"" MNPT",C/F,0,C/F,0,0,"4"" MNPT",0,0,,0,7452,"PVDF, 20000 ml (320 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",6672,1710
GNIT2488-0401H,Series 4000,Simplex,37696.05,3146.714286,7237.442857,C/F,C/F,609,507.5,2305.32,1921.1,295,20,0,0,0,88,2796,2634,2634,316SS,2940,5376,"4""","3-1/2""",10,0,0,0,"4"" MNPT","4"" MNPT",4021-32H316,4591.95,"Diaphragm, O-Rings, Disc valves assembly, Disc valve bushings, Disc valve Springs, and hydraulic oil.",0,0,"4"" MNPT",0,0,,0,884.58,"PVC, 20000 ml (320 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 1/2"" FNPT connection size. ",6672,1710
